sep=;
TrialId = 0;EndState = Normal
experiment_start_time;trackingSpace;obstacleType;pathSeedChoice;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;experiment_duration;execute_duration;average_sampling_interval;
2021-10-03_15-16-23;Rectangle;0;ExplorationSmall;S2C;TwoOneTurn;0;20;19.85457;19.12852;0;85.50435;125.4583;19.85457;19.85457;N/A;N/A;-0.6922033;0.3995422;-0.2021782;0.4235913;0;0;0.001918716;0.005554336;0.1583481;0.007431323;0.01209665;(-2.1, -5.6);(-3.7, -6.6);7.722632;6.31728;19.12852;19.6409472;0.1230519;
2021-10-03_15-16-23;Rectangle;0;ExplorationSmall;S2C;TwoOneTurn;0;20;19.7799;19.12852;0;86.38499;124.1532;19.7799;19.7799;N/A;N/A;-0.8240752;0.364182;-0.2018913;0.4227255;0;0;0.001868779;0.005492087;0.158669;0.007446318;0.012069;(-5.6, 2.2);(-6.6, 3.7);4.441423;6.308052;19.12852;19.6419456;0.1230519;
2021-10-03_15-16-23;Rectangle;0;ExplorationSmall;S2C;TwoOneTurn;0;20;19.77991;19.12852;0;86.37083;124.1461;19.77991;19.77991;N/A;N/A;-0.824231;0.351198;-0.2018249;0.4227147;0;0;0.001867035;0.005491123;0.1586589;0.007445853;0.0120677;(5.6, -2.2);(6.6, -3.7);4.440514;6.308941;19.12852;19.6419456;0.1230519;
2021-10-03_15-16-23;Rectangle;0;ExplorationSmall;S2C;TwoOneTurn;0;20;19.7799;19.12852;0;86.37595;124.1512;19.7799;19.7799;N/A;N/A;-0.824075;0.3557022;-0.2018242;0.4226828;0;0;0.001867513;0.005491456;0.158666;0.007446181;0.01206833;(2.2, 5.6);(3.7, 6.6);7.710749;6.308606;19.12852;19.6419456;0.1230519;
