-0.1800123, -0.3839482
-0.1776445, -0.3851984
-0.1753026, -0.3860692
-0.1734894, -0.3864404
-0.1714632, -0.3867507
-0.1698749, -0.3867574
-0.168148, -0.3864077
-0.1667034, -0.385701
-0.1656281, -0.3851919
-0.1647138, -0.3849069
-0.1634313, -0.3849477
-0.162702, -0.3853395
-0.1622116, -0.3861646
-0.1617328, -0.3878346
-0.1614875, -0.3896834
-0.1613795, -0.3918031
-0.1614086, -0.3939708
-0.1616286, -0.3968219
-0.1620825, -0.3999951
-0.1630823, -0.4044425
-0.1642231, -0.4088925
-0.1660476, -0.415121
-0.1685899, -0.4227369
-0.1717215, -0.4316147
-0.1751844, -0.440689
-0.1792164, -0.4518515
-0.182491, -0.4616242
-0.1850914, -0.4709859
-0.1859982, -0.4873071
-0.184377, -0.5048769
-0.1807196, -0.5226854
-0.1749706, -0.5437157
-0.1670082, -0.5670182
-0.1572875, -0.5903297
-0.1439306, -0.6183368
-0.1287907, -0.6452118
-0.1089433, -0.6767411
-0.08808416, -0.7064388
-0.06876646, -0.7339759
-0.05052496, -0.7597325
-0.02786256, -0.7930126
-0.01067307, -0.8204386
0.004090231, -0.8477118
0.02096817, -0.8837886
0.03446117, -0.9179505
0.0448695, -0.9505217
0.05480797, -0.9868307
0.06451378, -1.030274
0.07229464, -1.072881
0.07830846, -1.116864
0.08114576, -1.148275
0.08396827, -1.192796
0.08663668, -1.235129
0.08931673, -1.270013
0.09295228, -1.301593
0.09972408, -1.342822
0.1072992, -1.376495
0.1152678, -1.407266
0.1268499, -1.447829
0.1393296, -1.486894
0.1532866, -1.526176
0.1679773, -1.562994
0.1841804, -1.599605
0.2010639, -1.634136
0.2221755, -1.673811
0.2396578, -1.705825
0.2607731, -1.74581
0.280156, -1.786122
0.293824, -1.819747
0.3034923, -1.849015
0.3157207, -1.892704
0.3243503, -1.93123
0.3314638, -1.967738
0.3389423, -2.010153
0.3444847, -2.045846
0.349108, -2.082233
0.353054, -2.12177
0.3562567, -2.162015
0.3586212, -2.19918
0.3612409, -2.241502
0.363572, -2.272262
0.3679237, -2.315409
0.3736537, -2.354173
0.3809474, -2.38918
0.3914541, -2.42641
0.4022627, -2.457838
0.4118973, -2.482753
0.4306629, -2.504381
0.4494285, -2.526009
0.4681941, -2.547637
0.4869597, -2.569265
0.5057253, -2.590893
0.524491, -2.61252
0.5432566, -2.634148
0.5620222, -2.655776
0.5807878, -2.677404
0.5995535, -2.699032
0.6183191, -2.72066
0.6370847, -2.742288
0.6558504, -2.763916
0.674616, -2.785544
0.6933815, -2.80717
0.692319, -2.831288
0.6932766, -2.852508
0.6970624, -2.873839
0.703658, -2.895016
0.7126058, -2.917788
0.7235266, -2.940908
0.7367416, -2.966474
0.7512316, -2.992662
0.7656345, -3.017489
0.7826625, -3.046694
0.7964137, -3.070328
0.8115973, -3.097157
0.8273084, -3.129413
0.8380495, -3.163868
0.8441761, -3.19835
0.8470859, -3.238713
0.8469827, -3.272824
0.8449156, -3.308727
0.8411138, -3.351524
0.836163, -3.390792
0.8296157, -3.430873
0.821683, -3.472968
0.8124062, -3.515056
0.8036602, -3.554498
0.7947645, -3.599921
0.7888426, -3.643393
0.7859546, -3.68649
0.7854913, -3.729085
0.7861925, -3.765355
0.7876142, -3.799361
0.790496, -3.845109
0.7938924, -3.883192
0.7981556, -3.921021
0.80373, -3.961827
0.8102302, -4.002618
0.8174191, -4.040651
0.8262534, -4.080987
0.8366528, -4.127772
0.8469334, -4.179926
0.8506488, -4.209931
0.852419, -4.24507
0.8518121, -4.280698
0.8488317, -4.320467
0.8446971, -4.355499
0.8393966, -4.391621
0.8318332, -4.433643
0.8239312, -4.470916
0.8143843, -4.508652
0.8020777, -4.553197
0.7884489, -4.598645
0.7747811, -4.644448
0.7627149, -4.687105
0.7519032, -4.727618
0.7434365, -4.764744
0.7358025, -4.808535
0.7312428, -4.843759
0.7272416, -4.88501
0.723977, -4.927803
0.7216775, -4.965854
0.7203164, -4.999298
0.719511, -5.049302
0.7201986, -5.093365
0.7218941, -5.134969
0.7247119, -5.1801
0.7270175, -5.216232
0.7283277, -5.252548
0.7274774, -5.29034
0.7242467, -5.321856
0.7185234, -5.35205
0.709519, -5.385354
0.6999698, -5.412756
0.6893893, -5.438241
0.6756945, -5.465064
0.6610167, -5.489865
0.6458602, -5.511689
0.6268036, -5.534333
0.6091143, -5.550515
0.5907733, -5.564252
0.5707937, -5.577287
0.5541676, -5.587245
0.5391613, -5.595812
0.5253839, -5.603614
0.5167505, -5.608847
0.5122254, -5.613714
0.5109465, -5.620869
0.5134414, -5.629832
0.5177959, -5.641006
0.5226596, -5.65309
0.5272031, -5.662464
0.5320156, -5.669481
0.5402812, -5.67519
0.5495204, -5.67689
0.5612782, -5.676671
0.5778559, -5.674461
0.598582, -5.669859
0.6145536, -5.665274
0.6382795, -5.657588
0.6631993, -5.649161
0.68821, -5.640057
0.7115752, -5.630198
0.7293317, -5.620676
0.7447466, -5.609653
0.7604266, -5.594685
0.7717764, -5.5799
0.7794297, -5.565455
0.784484, -5.548852
0.7841294, -5.534027
0.7810264, -5.517663
0.7730728, -5.497152
0.7632929, -5.480262
0.7510296, -5.461274
0.7403799, -5.446273
0.7223659, -5.423037
0.7104465, -5.408505
0.6907719, -5.384896
0.6759613, -5.366777
0.6565174, -5.34336
0.6309751, -5.311829
0.6157341, -5.292075
0.5984146, -5.26944
0.5811425, -5.245872
0.5665878, -5.222957
0.5554895, -5.200814
0.5486362, -5.17907
0.5462048, -5.161181
0.5473694, -5.143988
