10.78171, -6.224836
10.63621, -6.14085
10.50283, -6.063875
10.38159, -5.993865
10.26036, -5.923854
10.127, -5.84684
9.981513, -5.762828
9.836029, -5.678816
9.690547, -5.594803
9.545063, -5.510789
9.399581, -5.426775
9.254098, -5.34276
9.108609, -5.258755
8.963122, -5.174749
8.817613, -5.090782
8.672109, -5.006806
8.526617, -4.922807
8.393254, -4.845799
8.259893, -4.768787
8.114394, -4.684798
7.968915, -4.600771
7.82344, -4.51674
7.677952, -4.432733
7.532469, -4.348718
7.386969, -4.264735
7.241469, -4.180749
7.095978, -4.096749
6.950475, -4.012769
6.804983, -3.928769
6.659498, -3.84476
6.514, -3.760771
6.368502, -3.676781
6.223022, -3.592761
6.077532, -3.508756
5.944162, -3.43176
5.810799, -3.354754
5.665308, -3.27075
5.519815, -3.186755
5.374332, -3.102741
5.228834, -3.018754
5.08335, -2.934742
4.93786, -2.850737
4.79236, -2.76675
4.646864, -2.682755
4.501355, -2.598782
4.355849, -2.514805
4.210364, -2.43079
4.064878, -2.346777
3.91938, -2.262786
3.773878, -2.178804
3.628373, -2.094825
3.482868, -2.010848
3.337375, -1.926849
3.191893, -1.842833
3.046409, -1.758818
2.900925, -1.674804
2.755442, -1.590788
2.609937, -1.50681
2.464429, -1.422837
2.318922, -1.338863
2.173421, -1.254878
2.027932, -1.170873
1.922865, -1.110188
1.918825, -1.107853
1.918824, -1.107854
1.918823, -1.107854
1.918823, -1.107854
1.918823, -1.107854
1.918823, -1.107854
1.918822, -1.107854
1.918822, -1.107854
1.918821, -1.107854
1.91882, -1.107853
1.918821, -1.107853
1.918821, -1.107854
1.918821, -1.107853
1.918821, -1.107852
1.918821, -1.107852
1.91882, -1.107851
1.918821, -1.107851
1.918821, -1.10785
1.913969, -1.105053
1.82172, -1.052031
1.700281, -0.982367
1.578814, -0.912753
1.457334, -0.8431619
1.33585, -0.7735775
1.214364, -0.7039935
1.092878, -0.6344054
0.971397, -0.5648133
0.8499195, -0.4952137
0.7284464, -0.4256078
0.6069788, -0.3559958
0.4855151, -0.286375
0.3640546, -0.2167476
0.242601, -0.1471117
0.1211488, -0.0774657
-0.0002973556, -0.007810759
-0.1217391, 0.0618505
-0.2431765, 0.1315195
-0.3646092, 0.2011984
-0.4860329, 0.2708859
-0.6074532, 0.340583
-0.7288683, 0.4102883
-0.8502809, 0.480003
-0.9716908, 0.5497289
-1.093091, 0.6194656
-1.214487, 0.6892124
-1.335876, 0.7589718
-1.457258, 0.8287403
-1.578635, 0.898519
-1.700002, 0.9683091
-1.821361, 1.038109
-1.942713, 1.10792
-2.064063, 1.177747
-2.185405, 1.247584
-2.306738, 1.317435
-2.428064, 1.387298
-2.549379, 1.457178
-2.670691, 1.527069
-2.791998, 1.596975
-2.913289, 1.666896
-3.034573, 1.736833
-3.155848, 1.806786
-3.277112, 1.876754
-3.39837, 1.946741
-3.519619, 2.016747
-3.64086, 2.086774
-3.762081, 2.156818
-3.883292, 2.226883
-4.00449, 2.296971
-4.125674, 2.367078
-4.246846, 2.43721
-4.368003, 2.507363
-4.489145, 2.577543
-4.610268, 2.647754
-4.73138, 2.717999
-4.852467, 2.788275
-4.973535, 2.858577
-5.094585, 2.928916
-5.21561, 2.999296
-5.336613, 3.069722
-5.457585, 3.140204
-5.530156, 3.182515
-5.530157, 3.182518
-5.530158, 3.18252
-5.530157, 3.182523
-5.530156, 3.182525
-5.530155, 3.182529
-5.530154, 3.182528
-5.530153, 3.182531
-5.530151, 3.182533
-5.530149, 3.182533
-5.530147, 3.182534
-5.530144, 3.182532
-5.530142, 3.182531
-5.53014, 3.182531
-5.530142, 3.182531
-5.530139, 3.182529
-5.530135, 3.182526
-5.530134, 3.182524
-5.530132, 3.182523
-5.530133, 3.182523
-5.544624, 3.19102
-5.650819, 3.253478
-5.771368, 3.324667
-5.89186, 3.395948
-6.012356, 3.467222
-6.132898, 3.538425
-6.253523, 3.609483
-6.374311, 3.680262
-6.451116, 3.724711
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
-6.453903, 3.726205
