sep=;
TrialId = 0;EndState = Normal
experiment_start_time;trackingSpace;obstacleType;pathSeedChoice;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;experiment_duration;execute_duration;average_sampling_interval;
2021-10-02_21-47-56;Triangle;1;LongWalk;S2C;TwoOneTurn;4;20;3.998433;4.484065;0;0.4555161;73.02757;19.99224;19.99224;N/A;N/A;-0.06262477;0.06355456;-0.1333431;0.1295148;0;0;6.249601E-06;2.148661E-05;0.04971537;0.001393687;0.001396832;(1.8, 7.5);(0.0, -0.1);1.532626;7.824269;22.42032;0.1286528;0.1057562;
2021-10-02_21-47-56;Triangle;1;LongWalk;S2C;TwoOneTurn;2;20;6.666699;7.473441;0;0.5555471;71.14674;20.0001;20.0001;N/A;N/A;-0.1243342;0.06391995;-0.1333446;0.4479049;0;0;1.473969E-05;3.676138E-05;0.04958231;0.001364379;0.001365374;(5.2, -4.9);(-0.5, 0.3);2.172778;7.310723;22.42032;0.1286528;0.1057562;
2021-10-02_21-47-56;Triangle;1;LongWalk;S2C;TwoOneTurn;2;20;6.666698;7.473441;0;0.5555555;71.14451;20.00009;20.00009;N/A;N/A;-0.124334;0.063937;-0.1333463;0.450751;0;0;1.474052E-05;3.676176E-05;0.04958888;0.001364344;0.00136534;(-6.9, -2.1);(0.4, 0.3);1.166779;7.310749;22.42032;0.1286528;0.1057562;
2021-10-02_21-47-56;Triangle;1;LongWalk;S2C;TwoOneTurn;4;20;3.998428;4.484065;0;0.3336729;90.80478;19.99219;19.99219;N/A;N/A;-0.06304636;0.06356224;-0.1333431;0.1274013;0;0;9.519037E-06;2.325685E-05;0.06167959;0.001728082;0.001740031;(1.1, 5.5);(0.0, -0.5);1.385929;5.651309;22.42032;0.1286528;0.1057562;
